Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
203,221,-1,1.0275,0.0,Porites_porites,dead,none
207,225,-1,0.2325,0.0,Unidentified_coral,dead,none
10,10,10,4.6,4.93,Montastrea_cavernosa,grow,n/s
14,14,14,3.9175,4.7425,Montastrea_cavernosa,grow,n/s
15,15,15,4.035,4.47,Montastrea_cavernosa,grow,n/s
17,17,16,3.7775,4.37,Montastrea_cavernosa,grow,n/s
18,18,18,4.41,5.1325,Montastrea_cavernosa,grow,n/s
19,19,19,4.48,4.8975,Montastrea_cavernosa,grow,n/s
22,22,22,19.7725,23.22,Orbicella_annularis,grow,n/s
25,25,25,3.39,3.73,Montastrea_cavernosa,grow,n/s
29,29,29,3.51,3.7525,Montastrea_cavernosa,grow,n/s
30,30,30,3.7275,4.5925,Montastrea_cavernosa,grow,n/s
31,31,31,3.575,4.505,Montastrea_cavernosa,grow,n/s
35,35,35,3.6375,3.8575,Montastrea_cavernosa,grow,n/s
36,36,37,3.75,3.965,Montastrea_cavernosa,grow,n/s
39,39,39,6.805,7.2275,Montastrea_cavernosa,grow,n/s
42,42,42,4.0575,4.675,Montastrea_cavernosa,grow,n/s
43,43,43,4.635,5.155,Montastrea_cavernosa,grow,n/s
47,47,47,3.6275,3.92,Montastrea_cavernosa,grow,n/s
58,58,58,17.33,18.8625,Orbicella_annularis,grow,n/s
60,60,60,4.0,4.2375,Montastrea_cavernosa,grow,n/s
62,62,62,3.685,3.96,Montastrea_cavernosa,grow,n/s
63,63,63,4.02,5.135,Montastrea_cavernosa,grow,n/s
64,64,64,4.105,4.4525,Montastrea_cavernosa,grow,n/s
68,68,68,3.0625,4.1425,Montastrea_cavernosa,grow,n/s
70,70,70,3.55,4.4675,Montastrea_cavernosa,grow,n/s
72,72,72,4.52,4.77,Montastrea_cavernosa,grow,n/s
77,77,77,4.11,4.475,Montastrea_cavernosa,grow,n/s
82,82,82,2.9475,3.1725,Montastrea_cavernosa,grow,n/s
83,83,83,5.685,6.065,Montastrea_cavernosa,grow,n/s
87,87,87,4.12,4.545,Montastrea_cavernosa,grow,n/s
88,88,89,5.0175,6.585,Porites_porites,grow,n/s
91,91,91,0.4775,1.035,Porites_porites,grow,n/s
98,98,96,0.515,0.85,Porites_porites,grow,n/s
101,101,100,0.73,1.04,Porites_porites,grow,n/s
110,110,111,1.41,1.6475,Porites_porites,grow,n/s
121,121,121,3.9,5.6425,Porites_porites,grow,n/s
146,146,146,1.39,2.1675,Porites_porites,grow,n/s
151,151,151,10.1675,10.945,Orbicella_franksi,grow,n/s
153,153,153,8.835,9.6325,Porites_porites,grow,n/s
174,192,174,3.0475,3.7925,Porites_porites,grow,n/s
178,196,178,4.0375,4.295,Porites_porites,grow,n/s
180,198,180,8.175,10.1775,Porites_porites,grow,n/s
183,201,183,5.44,5.8425,Porites_porites,grow,n/s
196,214,196,3.3475,4.435,Porites_porites,grow,n/s
208,226,206,3.695,4.09,Porites_porites,grow,n/s
210,228,208,0.965,1.3425,Porites_porites,grow,n/s
213,231,210,8.6925,9.875,Porites_porites,grow,n/s
222,240,231,1.145,5.3625,Porites_porites,grow,n/s
229,247,223,1.1575,1.4875,Porites_porites,grow,n/s
230,248,226,2.98,4.585,Porites_porites,grow,n/s
231,249,233,1.6125,3.5825,Porites_porites,grow,n/s
232,250,227,4.13,6.1575,Porites_porites,grow,n/s
233,251,230,2.4525,4.645,Porites_porites,grow,n/s
234,252,229,5.3625,6.6175,Porites_porites,grow,n/s
235,253,232,3.8325,5.15,Porites_porites,grow,n/s
240,264,238,6.555,7.78,Orbicella_faveolata,grow,n/s
243,268,241,5.2725,7.195,Orbicella_faveolata,grow,n/s
246,274,245,7.87,8.78,Orbicella_faveolata,grow,n/s
247,275,246,7.41,8.0425,Orbicella_faveolata,grow,n/s
254,284,251,6.1875,7.0225,Porites_porites,grow,n/s
255,285,252,6.165,8.5675,Porites_porites,grow,n/s
262,292,259,6.6,7.2275,Porites_porites,grow,n/s
265,295,261,4.68,6.8175,Porites_porites,grow,n/s
270,300,269,1.715,1.845,Porites_porites,grow,n/s
275,305,273,8.4625,8.9925,Porites_porites,grow,n/s
281,312,279,5.02,5.9875,Orbicella_franksi,grow,n/s
282,313,280,2.53,3.76,Orbicella_franksi,grow,n/s
283,314,281,3.4475,4.865,Orbicella_franksi,grow,n/s
285,316,283,2.4075,3.565,Orbicella_franksi,grow,n/s
287,318,285,3.565,4.745,Orbicella_franksi,grow,n/s
289,320,287,4.7675,5.5975,Orbicella_franksi,grow,n/s
290,321,288,4.315,5.055,Orbicella_franksi,grow,n/s
295,329,293,9.96,10.655,Orbicella_faveolata,grow,n/s
296,331,294,8.475,10.3975,Orbicella_faveolata,grow,n/s
300,339,298,7.6025,8.5825,Orbicella_faveolata,grow,n/s
302,341,300,7.5275,8.83,Orbicella_faveolata,grow,n/s
166,166,166,5.6725,172.305,Orbicella_annularis,n/s,fuse
166,167,166,6.6925,172.305,Orbicella_annularis,n/s,fuse
166,168,166,6.9975,172.305,Orbicella_annularis,n/s,fuse
166,169,166,5.905,172.305,Orbicella_annularis,n/s,fuse
166,170,166,7.6675,172.305,Orbicella_annularis,n/s,fuse
166,171,166,7.785,172.305,Orbicella_annularis,n/s,fuse
166,172,166,8.275,172.305,Orbicella_annularis,n/s,fuse
166,173,166,7.3275,172.305,Orbicella_annularis,n/s,fuse
166,174,166,8.8525,172.305,Orbicella_annularis,n/s,fuse
166,175,166,8.75,172.305,Orbicella_annularis,n/s,fuse
166,176,166,8.9175,172.305,Orbicella_annularis,n/s,fuse
166,177,166,6.6325,172.305,Orbicella_annularis,n/s,fuse
166,178,166,8.3,172.305,Orbicella_annularis,n/s,fuse
166,179,166,7.8775,172.305,Orbicella_annularis,n/s,fuse
166,180,166,9.0125,172.305,Orbicella_annularis,n/s,fuse
166,181,166,8.13,172.305,Orbicella_annularis,n/s,fuse
166,182,166,8.745,172.305,Orbicella_annularis,n/s,fuse
166,183,166,8.6775,172.305,Orbicella_annularis,n/s,fuse
166,184,166,8.405,172.305,Orbicella_annularis,n/s,fuse
237,255,235,10.2925,20.13,Orbicella_faveolata,n/s,fuse
238,256,236,9.88,51.3675,Orbicella_faveolata,n/s,fuse
237,257,235,8.8225,20.13,Orbicella_faveolata,n/s,fuse
238,258,236,5.7575,51.3675,Orbicella_faveolata,n/s,fuse
238,259,236,7.085,51.3675,Orbicella_faveolata,n/s,fuse
238,260,236,8.9175,51.3675,Orbicella_faveolata,n/s,fuse
238,261,236,8.945,51.3675,Orbicella_faveolata,n/s,fuse
239,262,237,5.26,13.57,Orbicella_faveolata,n/s,fuse
238,263,236,5.815,51.3675,Orbicella_faveolata,n/s,fuse
242,266,240,9.24,31.2275,Orbicella_faveolata,n/s,fuse
239,267,237,8.2875,13.57,Orbicella_faveolata,n/s,fuse
244,269,242,8.6075,19.8475,Orbicella_faveolata,n/s,fuse
242,270,240,7.5525,31.2275,Orbicella_faveolata,n/s,fuse
242,271,240,10.325,31.2275,Orbicella_faveolata,n/s,fuse
244,272,242,9.5025,19.8475,Orbicella_faveolata,n/s,fuse
248,276,244,10.4925,21.6925,Orbicella_faveolata,n/s,fuse
249,277,247,6.255,21.1125,Orbicella_faveolata,n/s,fuse
248,278,244,10.18,21.6925,Orbicella_faveolata,n/s,fuse
249,281,247,12.0,21.1125,Orbicella_faveolata,n/s,fuse
278,308,276,5.87,13.0775,Orbicella_franksi,n/s,fuse
278,309,276,6.63,13.0775,Orbicella_franksi,n/s,fuse
292,323,290,13.96,38.8675,Orbicella_faveolata,n/s,fuse
292,324,290,10.4625,38.8675,Orbicella_faveolata,n/s,fuse
293,325,291,10.1575,37.7,Orbicella_faveolata,n/s,fuse
