Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
0,-1,0,0.0,24.8925,Orbicella_annularis,born,none
1,-1,1,0.0,0.2875,Orbicella_annularis,born,none
2,-1,2,0.0,0.32,Orbicella_annularis,born,none
3,-1,3,0.0,0.645,Orbicella_annularis,born,none
4,-1,4,0.0,4.3575,Orbicella_annularis,born,none
5,-1,5,0.0,1.6225,Orbicella_annularis,born,none
6,-1,6,0.0,1.53,Orbicella_annularis,born,none
7,-1,7,0.0,1.335,Orbicella_annularis,born,none
8,-1,8,0.0,1.5525,Orbicella_annularis,born,none
9,-1,9,0.0,1.635,Orbicella_annularis,born,none
10,-1,10,0.0,0.63,Orbicella_annularis,born,none
11,-1,11,0.0,0.56,Orbicella_annularis,born,none
12,-1,12,0.0,0.47,Orbicella_annularis,born,none
13,-1,13,0.0,0.88,Orbicella_annularis,born,none
14,-1,14,0.0,0.6275,Orbicella_annularis,born,none
15,-1,15,0.0,0.765,Orbicella_annularis,born,none
16,-1,16,0.0,0.82,Orbicella_annularis,born,none
17,-1,17,0.0,0.405,Orbicella_annularis,born,none
18,-1,18,0.0,0.605,Orbicella_annularis,born,none
19,-1,19,0.0,0.5375,Orbicella_annularis,born,none
20,-1,20,0.0,1.3425,Orbicella_annularis,born,none
21,-1,21,0.0,0.435,Orbicella_annularis,born,none
22,-1,22,0.0,0.255,Orbicella_annularis,born,none
23,-1,23,0.0,1.1175,Orbicella_annularis,born,none
24,-1,24,0.0,2.5275,Orbicella_annularis,born,none
25,-1,25,0.0,0.5,Orbicella_annularis,born,none
26,-1,26,0.0,0.2325,Orbicella_annularis,born,none
27,-1,27,0.0,0.5775,Orbicella_annularis,born,none
28,-1,28,0.0,0.3625,Orbicella_annularis,born,none
29,-1,29,0.0,15.4375,Orbicella_annularis,born,none
30,-1,30,0.0,10.035,Porites_porites,born,none
31,-1,31,0.0,2.6275,Montastrea_cavernosa,born,none
32,-1,32,0.0,10.23,Porites_porites,born,none
33,-1,33,0.0,12.8225,Orbicella_annularis,born,none
34,-1,34,0.0,4.0975,Montastrea_cavernosa,born,none
35,-1,35,0.0,3.435,Montastrea_cavernosa,born,none
36,-1,36,0.0,3.495,Montastrea_cavernosa,born,none
37,-1,37,0.0,4.48,Montastrea_cavernosa,born,none
38,-1,38,0.0,3.7575,Montastrea_cavernosa,born,none
39,-1,39,0.0,3.565,Montastrea_cavernosa,born,none
40,-1,40,0.0,4.16,Montastrea_cavernosa,born,none
41,-1,41,0.0,3.63,Montastrea_cavernosa,born,none
42,-1,42,0.0,4.78,Montastrea_cavernosa,born,none
43,-1,43,0.0,4.94,Montastrea_cavernosa,born,none
44,-1,44,0.0,2.8075,Montastrea_cavernosa,born,none
45,-1,45,0.0,5.21,Montastrea_cavernosa,born,none
46,-1,46,0.0,4.09,Montastrea_cavernosa,born,none
47,-1,47,0.0,2.6325,Montastrea_cavernosa,born,none
48,-1,48,0.0,3.885,Montastrea_cavernosa,born,none
49,-1,49,0.0,2.5525,Montastrea_cavernosa,born,none
50,-1,50,0.0,3.73,Montastrea_cavernosa,born,none
51,-1,51,0.0,4.1825,Montastrea_cavernosa,born,none
52,-1,52,0.0,3.6775,Montastrea_cavernosa,born,none
53,-1,53,0.0,31.035,Orbicella_annularis,born,none
54,-1,54,0.0,26.9825,Orbicella_annularis,born,none
55,-1,55,0.0,7.51,Orbicella_franksi,born,none
56,-1,56,0.0,4.9275,Orbicella_franksi,born,none
57,-1,57,0.0,5.935,Orbicella_franksi,born,none
58,-1,58,0.0,1.62,Orbicella_franksi,born,none
59,-1,59,0.0,7.6525,Orbicella_franksi,born,none
60,-1,60,0.0,1.7975,Orbicella_franksi,born,none
61,-1,61,0.0,3.1825,Orbicella_franksi,born,none
62,-1,62,0.0,7.2375,Orbicella_franksi,born,none
63,-1,63,0.0,7.7225,Orbicella_franksi,born,none
64,-1,64,0.0,3.08,Orbicella_franksi,born,none
65,-1,65,0.0,5.63,Orbicella_franksi,born,none
66,-1,66,0.0,6.62,Orbicella_franksi,born,none
67,-1,67,0.0,6.955,Orbicella_franksi,born,none
68,-1,68,0.0,0.9475,Orbicella_franksi,born,none
69,-1,69,0.0,6.3025,Orbicella_franksi,born,none
70,-1,70,0.0,5.0475,Orbicella_franksi,born,none
71,-1,71,0.0,2.0275,Orbicella_franksi,born,none
72,-1,72,0.0,2.9675,Orbicella_franksi,born,none
73,-1,73,0.0,6.56,Orbicella_franksi,born,none
74,-1,74,0.0,3.6075,Orbicella_franksi,born,none
75,-1,75,0.0,1.5425,Orbicella_franksi,born,none
76,-1,76,0.0,1.92,Montastrea_cavernosa,born,none
77,-1,77,0.0,3.35,Montastrea_cavernosa,born,none
78,-1,78,0.0,1.205,Montastrea_cavernosa,born,none
79,-1,79,0.0,1.9825,Montastrea_cavernosa,born,none
80,-1,80,0.0,3.4175,Montastrea_cavernosa,born,none
81,-1,81,0.0,3.2225,Montastrea_cavernosa,born,none
82,-1,82,0.0,3.5175,Montastrea_cavernosa,born,none
83,-1,83,0.0,3.39,Montastrea_cavernosa,born,none
84,-1,84,0.0,2.7925,Montastrea_cavernosa,born,none
85,-1,85,0.0,3.015,Montastrea_cavernosa,born,none
86,-1,86,0.0,2.3825,Montastrea_cavernosa,born,none
87,-1,87,0.0,1.4675,Montastrea_cavernosa,born,none
88,-1,88,0.0,3.685,Montastrea_cavernosa,born,none
89,-1,89,0.0,2.6925,Montastrea_cavernosa,born,none
90,-1,90,0.0,2.5875,Montastrea_cavernosa,born,none
91,-1,91,0.0,2.5675,Montastrea_cavernosa,born,none
92,-1,92,0.0,3.375,Montastrea_cavernosa,born,none
93,-1,93,0.0,3.96,Montastrea_cavernosa,born,none
94,-1,94,0.0,3.43,Montastrea_cavernosa,born,none
95,-1,95,0.0,14.115,Orbicella_annularis,born,none
96,-1,96,0.0,23.42,Orbicella_annularis,born,none
97,-1,97,0.0,4.355,Orbicella_franksi,born,none
98,-1,98,0.0,4.59,Orbicella_franksi,born,none
99,-1,99,0.0,2.15,Orbicella_franksi,born,none
100,-1,100,0.0,4.6175,Orbicella_franksi,born,none
101,-1,101,0.0,8.365,Orbicella_franksi,born,none
102,-1,102,0.0,3.73,Orbicella_franksi,born,none
103,-1,103,0.0,7.8725,Orbicella_franksi,born,none
104,-1,104,0.0,6.0375,Montastrea_cavernosa,born,none
105,-1,105,0.0,5.2625,Orbicella_franksi,born,none
106,-1,106,0.0,6.3775,Orbicella_franksi,born,none
107,-1,107,0.0,7.91,Montastrea_cavernosa,born,none
108,-1,108,0.0,4.515,Montastrea_cavernosa,born,none
109,-1,109,0.0,3.6525,Montastrea_cavernosa,born,none
110,-1,110,0.0,3.295,Orbicella_franksi,born,none
111,-1,111,0.0,6.7425,Montastrea_cavernosa,born,none
112,-1,112,0.0,3.485,Montastrea_cavernosa,born,none
113,-1,113,0.0,2.695,Orbicella_franksi,born,none
114,-1,114,0.0,5.1525,Montastrea_cavernosa,born,none
115,-1,115,0.0,5.2675,Montastrea_cavernosa,born,none
116,-1,116,0.0,6.17,Montastrea_cavernosa,born,none
117,-1,117,0.0,5.31,Montastrea_cavernosa,born,none
118,-1,118,0.0,6.97,Montastrea_cavernosa,born,none
119,-1,119,0.0,5.89,Montastrea_cavernosa,born,none
120,-1,120,0.0,2.9775,Orbicella_franksi,born,none
121,-1,121,0.0,4.1975,Orbicella_franksi,born,none
122,-1,122,0.0,5.0925,Montastrea_cavernosa,born,none
123,-1,123,0.0,5.4225,Montastrea_cavernosa,born,none
124,-1,124,0.0,6.08,Montastrea_cavernosa,born,none
125,-1,125,0.0,5.6275,Montastrea_cavernosa,born,none
126,-1,126,0.0,5.485,Montastrea_cavernosa,born,none
127,-1,127,0.0,4.32,Orbicella_franksi,born,none
128,-1,128,0.0,5.85,Montastrea_cavernosa,born,none
129,-1,129,0.0,6.39,Montastrea_cavernosa,born,none
130,-1,130,0.0,8.875,Montastrea_cavernosa,born,none
131,-1,131,0.0,4.2925,Montastrea_cavernosa,born,none
132,-1,132,0.0,6.3225,Montastrea_cavernosa,born,none
133,-1,133,0.0,9.6,Montastrea_cavernosa,born,none
134,-1,134,0.0,6.655,Montastrea_cavernosa,born,none
135,-1,135,0.0,5.0225,Montastrea_cavernosa,born,none
136,-1,136,0.0,7.265,Orbicella_franksi,born,none
137,-1,137,0.0,6.735,Montastrea_cavernosa,born,none
138,-1,138,0.0,5.0275,Montastrea_cavernosa,born,none
139,-1,139,0.0,6.6425,Montastrea_cavernosa,born,none
140,-1,140,0.0,5.0725,Orbicella_franksi,born,none
141,-1,141,0.0,5.105,Montastrea_cavernosa,born,none
142,-1,142,0.0,6.61,Montastrea_cavernosa,born,none
143,-1,143,0.0,6.4725,Montastrea_cavernosa,born,none
144,-1,144,0.0,4.8375,Orbicella_franksi,born,none
145,-1,145,0.0,6.575,Montastrea_cavernosa,born,none
146,-1,146,0.0,6.045,Montastrea_cavernosa,born,none
147,-1,147,0.0,5.0575,Montastrea_cavernosa,born,none
148,-1,148,0.0,4.1725,Montastrea_cavernosa,born,none
149,-1,149,0.0,7.71,Montastrea_cavernosa,born,none
150,-1,150,0.0,23.3375,Orbicella_annularis,born,none
151,-1,151,0.0,6.0975,Montastrea_cavernosa,born,none
152,-1,152,0.0,4.89,Montastrea_cavernosa,born,none
153,-1,153,0.0,8.3625,Orbicella_franksi,born,none
154,-1,154,0.0,6.8725,Montastrea_cavernosa,born,none
155,-1,155,0.0,9.025,Orbicella_franksi,born,none
156,-1,156,0.0,5.525,Montastrea_cavernosa,born,none
157,-1,157,0.0,6.235,Montastrea_cavernosa,born,none
158,-1,158,0.0,6.78,Montastrea_cavernosa,born,none
159,-1,159,0.0,5.5475,Montastrea_cavernosa,born,none
160,-1,160,0.0,6.145,Montastrea_cavernosa,born,none
161,-1,161,0.0,5.9025,Montastrea_cavernosa,born,none
162,-1,162,0.0,5.97,Montastrea_cavernosa,born,none
163,-1,163,0.0,6.0575,Montastrea_cavernosa,born,none
164,-1,164,0.0,5.8025,Montastrea_cavernosa,born,none
165,-1,165,0.0,6.2175,Montastrea_cavernosa,born,none
166,-1,166,0.0,5.9825,Montastrea_cavernosa,born,none
167,-1,167,0.0,6.6975,Orbicella_franksi,born,none
168,-1,168,0.0,1.605,Orbicella_franksi,born,none
169,-1,169,0.0,4.2175,Orbicella_franksi,born,none
170,-1,170,0.0,4.13,Orbicella_franksi,born,none
171,-1,171,0.0,3.1,Orbicella_franksi,born,none
172,-1,172,0.0,5.7625,Orbicella_franksi,born,none
173,-1,173,0.0,8.285,Orbicella_franksi,born,none
174,-1,174,0.0,3.07,Orbicella_franksi,born,none
175,-1,175,0.0,5.4925,Orbicella_franksi,born,none
176,-1,176,0.0,8.805,Orbicella_franksi,born,none
177,-1,177,0.0,3.655,Orbicella_franksi,born,none
178,-1,178,0.0,5.8225,Orbicella_franksi,born,none
179,-1,179,0.0,2.6125,Orbicella_franksi,born,none
180,-1,180,0.0,3.79,Orbicella_franksi,born,none
181,-1,181,0.0,5.4425,Orbicella_franksi,born,none
182,-1,182,0.0,30.26,Orbicella_annularis,born,none
183,-1,183,0.0,4.34,Porites_porites,born,none
184,-1,184,0.0,5.84,Porites_porites,born,none
185,-1,185,0.0,16.0625,Orbicella_franksi,born,none
186,-1,186,0.0,15.04,Orbicella_annularis,born,none
187,-1,187,0.0,6.3225,Orbicella_franksi,born,none
188,-1,188,0.0,3.86,Orbicella_franksi,born,none
189,-1,189,0.0,6.97,Orbicella_franksi,born,none
190,-1,190,0.0,7.3775,Orbicella_franksi,born,none
191,-1,191,0.0,3.37,Orbicella_franksi,born,none
192,-1,192,0.0,6.4775,Orbicella_franksi,born,none
193,-1,193,0.0,6.155,Orbicella_franksi,born,none
194,-1,194,0.0,8.83,Orbicella_franksi,born,none
195,-1,195,0.0,10.455,Porites_porites,born,none
196,-1,196,0.0,3.6075,Orbicella_franksi,born,none
197,-1,197,0.0,6.84,Porites_porites,born,none
198,-1,198,0.0,5.045,Orbicella_franksi,born,none
199,-1,199,0.0,6.2925,Orbicella_franksi,born,none
200,-1,200,0.0,4.2925,Orbicella_franksi,born,none
201,-1,201,0.0,7.3975,Orbicella_franksi,born,none
202,-1,202,0.0,29.2325,Orbicella_franksi,born,none
203,-1,203,0.0,8.6925,Porites_porites,born,none
204,-1,204,0.0,8.985,Porites_porites,born,none
205,-1,205,0.0,9.04,Porites_porites,born,none
206,-1,206,0.0,8.885,Orbicella_franksi,born,none
207,-1,207,0.0,8.3625,Porites_porites,born,none
208,-1,208,0.0,8.385,Orbicella_franksi,born,none
209,-1,209,0.0,7.3575,Orbicella_franksi,born,none
210,-1,210,0.0,5.525,Orbicella_franksi,born,none
211,-1,211,0.0,8.9825,Porites_porites,born,none
212,-1,212,0.0,7.2375,Orbicella_franksi,born,none
213,-1,213,0.0,9.3475,Porites_porites,born,none
214,-1,214,0.0,7.24,Porites_porites,born,none
215,-1,215,0.0,7.3425,Porites_porites,born,none
216,-1,216,0.0,8.705,Porites_porites,born,none
217,-1,217,0.0,8.6925,Porites_porites,born,none
218,-1,218,0.0,6.0825,Orbicella_franksi,born,none
219,-1,219,0.0,7.4225,Orbicella_franksi,born,none
220,-1,220,0.0,8.5775,Porites_porites,born,none
221,-1,221,0.0,9.4625,Porites_porites,born,none
222,-1,222,0.0,9.22,Porites_porites,born,none
223,-1,223,0.0,8.2875,Orbicella_franksi,born,none
224,-1,224,0.0,4.9975,Porites_porites,born,none
225,-1,225,0.0,7.72,Porites_porites,born,none
226,-1,226,0.0,9.2325,Porites_porites,born,none
227,-1,227,0.0,6.0775,Porites_porites,born,none
228,-1,228,0.0,8.9375,Porites_porites,born,none
229,-1,229,0.0,6.26,Porites_porites,born,none
230,-1,230,0.0,7.195,Porites_porites,born,none
231,-1,231,0.0,8.9625,Porites_porites,born,none
