Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
0,0,0,4.7725,13.4375,Orbicella_annularis,grow,fuse
1,1,1,6.4925,15.0625,Orbicella_annularis,grow,fuse
0,2,0,7.545,13.4375,Orbicella_annularis,grow,fuse
2,3,2,8.37,9.3025,Orbicella_annularis,grow,none
1,4,1,6.6525,15.0625,Orbicella_annularis,grow,fuse
3,5,3,5.74,91.1175,Orbicella_annularis,grow,fuse
3,6,3,6.8025,91.1175,Orbicella_annularis,grow,fuse
3,7,3,7.4475,91.1175,Orbicella_annularis,grow,fuse
3,9,3,7.0375,91.1175,Orbicella_annularis,grow,fuse
3,10,3,7.115,91.1175,Orbicella_annularis,grow,fuse
3,11,3,5.93,91.1175,Orbicella_annularis,grow,fuse
3,12,3,8.1675,91.1175,Orbicella_annularis,grow,fuse
3,13,3,6.4475,91.1175,Orbicella_annularis,grow,fuse
5,14,5,7.0075,40.515,Orbicella_annularis,grow,fuse
5,15,5,5.99,40.515,Orbicella_annularis,grow,fuse
3,16,3,6.225,91.1175,Orbicella_annularis,grow,fuse
5,17,5,8.16,40.515,Orbicella_annularis,grow,fuse
5,18,5,8.05,40.515,Orbicella_annularis,grow,fuse
5,19,5,6.83,40.515,Orbicella_annularis,grow,fuse
3,20,3,9.0525,91.1175,Orbicella_annularis,grow,fuse
7,22,7,16.9925,17.9675,Orbicella_annularis,grow,none
9,24,9,27.065,29.26,Orbicella_franksi,grow,none
11,26,11,8.88,18.7125,Porites_porites,grow,fuse
11,27,11,10.715,18.7125,Porites_porites,grow,fuse
17,33,17,5.615,6.0675,Orbicella_annularis,grow,none
18,34,18,5.4175,6.315,Orbicella_annularis,grow,none
19,35,19,5.4125,6.63,Orbicella_annularis,grow,none
21,37,21,4.8375,13.295,Orbicella_annularis,grow,fuse
21,39,21,6.055,13.295,Orbicella_annularis,grow,fuse
23,40,23,6.9825,7.38,Orbicella_annularis,grow,none
24,41,24,5.58,6.32,Orbicella_annularis,grow,none
25,42,25,7.2825,8.43,Orbicella_annularis,grow,none
26,43,26,5.9125,6.49,Orbicella_annularis,grow,none
27,44,27,6.5075,7.7325,Orbicella_annularis,grow,none
28,45,28,5.3875,6.9125,Orbicella_annularis,grow,none
29,46,29,8.375,9.5425,Orbicella_annularis,grow,none
30,47,30,6.9,7.7225,Orbicella_annularis,grow,none
33,50,33,7.46,8.0075,Orbicella_annularis,grow,none
34,51,34,8.9775,10.0075,Porites_porites,grow,none
35,52,35,14.3125,16.9525,Porites_porites,grow,none
36,53,36,11.9725,16.085,Porites_porites,grow,none
37,54,37,12.1375,12.79,Porites_porites,grow,none
38,55,38,20.57,21.9275,Orbicella_annularis,grow,none
39,56,39,9.7925,10.9975,Porites_porites,grow,none
40,57,40,11.1425,12.385,Porites_porites,grow,none
45,62,45,10.1625,10.98,Porites_porites,grow,none
49,66,49,18.8775,20.04,Orbicella_annularis,grow,none
51,68,51,8.07,9.2325,Orbicella_annularis,grow,none
52,69,52,0.86,1.6625,Orbicella_annularis,grow,none
53,70,53,0.98,1.45,Orbicella_annularis,grow,none
54,71,54,9.3225,9.995,Orbicella_annularis,grow,none
56,73,56,4.9925,5.6425,Orbicella_annularis,grow,none
57,74,58,2.545,3.105,Orbicella_annularis,grow,none
59,76,59,7.685,8.62,Orbicella_annularis,grow,none
64,81,64,11.0575,11.93,Porites_porites,grow,none
69,86,70,16.2125,17.63,Orbicella_annularis,grow,none
70,87,69,11.5175,17.4225,Porites_porites,grow,none
74,91,74,10.85,11.4875,Porites_porites,grow,none
75,92,75,11.3225,12.185,Porites_porites,grow,none
82,99,82,9.955,12.195,Porites_porites,grow,none
4,8,4,7.88,7.88,Orbicella_annularis,same,none
6,21,6,28.715,29.4325,Orbicella_annularis,same,none
8,23,8,21.985,22.575,Orbicella_franksi,same,none
10,25,10,21.5075,21.7725,Orbicella_franksi,same,none
12,28,12,23.4075,22.935,Orbicella_franksi,same,none
13,29,13,6.32,6.2375,Orbicella_annularis,same,none
14,30,14,5.06,4.8475,Orbicella_annularis,same,none
16,32,16,6.285,6.3975,Orbicella_annularis,same,none
20,36,20,5.805,5.805,Orbicella_annularis,same,none
31,48,31,8.9375,8.5675,Orbicella_annularis,same,none
32,49,32,8.2075,8.2975,Orbicella_annularis,same,none
41,58,41,24.15,24.265,Orbicella_annularis,same,none
42,59,42,20.1075,19.705,Orbicella_annularis,same,none
43,60,43,22.0875,22.495,Orbicella_franksi,same,none
44,61,44,25.0575,25.055,Orbicella_franksi,same,none
47,64,47,32.5625,32.1075,Orbicella_franksi,same,none
48,65,48,17.0925,17.0475,Orbicella_annularis,same,none
50,67,50,5.82,5.7675,Orbicella_annularis,same,none
58,75,57,10.9,10.38,Orbicella_annularis,shrink,none
61,78,61,7.81,7.39,Orbicella_annularis,shrink,none
62,79,62,7.6125,7.935,Orbicella_annularis,same,none
63,80,63,15.08,14.7875,Orbicella_franksi,same,none
67,84,67,9.5125,9.78,Porites_porites,same,none
71,88,71,20.1375,19.405,Orbicella_annularis,same,none
72,89,72,12.6725,12.11,Orbicella_annularis,same,none
76,93,76,11.965,11.73,Porites_porites,same,none
77,94,77,10.6925,10.8925,Porites_porites,same,none
78,95,78,25.79,27.0025,Orbicella_franksi,same,none
79,96,79,18.82,18.0425,Orbicella_annularis,same,none
80,97,80,18.8525,18.7925,Orbicella_franksi,same,none
81,98,81,16.98,17.56,Orbicella_annularis,same,none
83,100,83,12.8425,13.195,Porites_porites,same,none
15,31,15,5.605,5.315,Orbicella_annularis,shrink,none
22,38,22,5.75,4.8,Orbicella_annularis,shrink,none
46,63,46,9.2925,8.35,Porites_porites,shrink,none
55,72,55,5.885,5.525,Orbicella_annularis,shrink,none
60,77,60,2.1925,2.0525,Orbicella_annularis,shrink,none
65,82,65,10.7275,10.0025,Porites_porites,shrink,none
66,83,66,9.1075,7.5275,Porites_porites,shrink,none
68,85,68,8.8025,6.655,Porites_porites,shrink,none
73,90,73,20.725,18.3325,Orbicella_franksi,shrink,none
