Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
0,-1,0,0.0,10.4225,Porites_porites,born,none
1,-1,1,0.0,11.2575,Porites_porites,born,none
2,-1,2,0.0,13.065,Orbicella_annularis,born,none
3,-1,3,0.0,11.8425,Porites_porites,born,none
4,-1,4,0.0,11.145,Porites_porites,born,none
5,-1,5,0.0,6.9225,Porites_porites,born,none
6,-1,6,0.0,8.35,Porites_porites,born,none
7,-1,7,0.0,16.155,Orbicella_annularis,born,none
8,-1,8,0.0,10.4875,Porites_porites,born,none
9,-1,9,0.0,10.1575,Porites_porites,born,none
10,-1,10,0.0,23.17,Orbicella_annularis,born,none
11,-1,11,0.0,13.2075,Orbicella_annularis,born,none
12,-1,12,0.0,10.5575,Porites_porites,born,none
13,-1,13,0.0,9.4675,Porites_porites,born,none
14,-1,14,0.0,9.8475,Porites_porites,born,none
15,-1,15,0.0,9.27,Porites_porites,born,none
16,-1,16,0.0,17.4,Orbicella_annularis,born,none
17,-1,17,0.0,16.3725,Orbicella_annularis,born,none
18,-1,18,0.0,12.2975,Orbicella_annularis,born,none
19,-1,19,0.0,11.4075,Orbicella_annularis,born,none
20,-1,20,0.0,21.12,Orbicella_annularis,born,none
