Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
69,-1,0,0.0,3.9825,Orbicella_sp.,born,none
70,-1,2,0.0,2.3075,Orbicella_sp.,born,none
3,27,29,4.27,4.9425,Orbicella_franksi,grow,n/s
4,28,31,5.4025,9.005,Orbicella_franksi,grow,n/s
5,30,34,5.15,7.2675,Orbicella_franksi,grow,n/s
6,32,35,4.035,5.48,Orbicella_franksi,grow,n/s
11,36,41,4.0575,4.755,Orbicella_franksi,grow,n/s
13,38,43,2.92,3.83,Orbicella_franksi,grow,n/s
16,43,45,8.965,9.71,Orbicella_annularis,grow,n/s
19,47,50,11.2625,11.9625,Orbicella_annularis,grow,n/s
24,63,66,0.675,0.725,Orbicella_annularis,grow,n/s
32,68,70,303.265,328.705,Acropora_palmata,grow,n/s
33,76,77,3.9225,4.185,Orbicella_annularis,grow,n/s
61,179,180,11.9325,18.6825,Acropora_palmata,grow,n/s
25,65,67,7.6175,11.145,Orbicella_annularis,n/s,fuse
25,71,67,3.3375,11.145,Orbicella_annularis,n/s,fuse
64,0,1,3.1825,3.27,Orbicella_sp.,same,n/s
2,26,28,5.09,5.05,Orbicella_franksi,same,n/s
14,40,39,3.39,3.39,Orbicella_franksi,same,n/s
20,49,52,5.8925,5.66,Orbicella_annularis,same,n/s
21,56,59,34.745,35.2,Orbicella_annularis,same,n/s
31,73,75,12.1575,12.58,Orbicella_annularis,same,n/s
34,77,79,5.4925,5.24,Orbicella_annularis,same,n/s
36,80,83,2.05,1.98,Orbicella_annularis,same,n/s
39,106,106,6.02,6.215,Orbicella_franksi,same,n/s
40,107,108,5.4225,5.6025,Orbicella_franksi,same,n/s
42,110,110,6.745,6.51,Orbicella_franksi,same,n/s
43,111,111,6.39,6.4325,Orbicella_franksi,same,n/s
44,112,112,4.77,4.8075,Orbicella_franksi,same,n/s
45,114,114,6.4625,6.3525,Orbicella_franksi,same,n/s
46,116,116,5.215,4.9975,Orbicella_franksi,same,n/s
47,125,125,6.3,6.075,Orbicella_annularis,same,n/s
48,126,126,2.555,2.5725,Orbicella_annularis,same,n/s
50,129,129,5.4575,5.5325,Orbicella_annularis,same,n/s
53,167,169,8.0175,8.0675,Orbicella_annularis,same,n/s
55,171,173,10.6525,10.1575,Orbicella_faveolata,same,n/s
57,175,176,7.315,7.2775,Orbicella_faveolata,same,n/s
58,176,177,15.405,15.395,Acropora_palmata,same,n/s
59,177,178,21.28,21.14,Acropora_palmata,same,n/s
62,180,181,17.06,16.8625,Acropora_palmata,same,n/s
8,33,36,5.515,4.0575,Orbicella_franksi,shrink,n/s
9,35,38,6.815,2.92,Orbicella_franksi,shrink,n/s
18,46,48,4.0925,3.4425,Orbicella_annularis,shrink,n/s
22,55,57,4.5275,3.8425,Orbicella_annularis,shrink,n/s
26,66,68,2.82,2.525,Orbicella_annularis,shrink,n/s
27,67,69,4.945,4.045,Orbicella_annularis,shrink,n/s
28,69,74,9.805,8.73,Orbicella_annularis,shrink,n/s
29,70,72,1.2925,1.225,Orbicella_annularis,shrink,n/s
35,79,80,0.695,0.6,Orbicella_annularis,shrink,n/s
38,108,107,6.51,6.185,Orbicella_franksi,shrink,n/s
41,109,109,5.9425,5.5725,Orbicella_franksi,shrink,n/s
49,128,128,6.3575,5.3125,Orbicella_annularis,shrink,n/s
51,130,130,7.78,6.2625,Orbicella_annularis,shrink,n/s
52,166,168,21.375,20.1625,Orbicella_annularis,shrink,n/s
54,169,171,8.2725,7.1,Orbicella_annularis,shrink,n/s
56,172,174,7.57,6.48,Orbicella_faveolata,shrink,n/s
60,178,179,28.375,26.4475,Acropora_palmata,shrink,n/s
