Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
30,78,-1,0.6725,0,Orbicella_annularis,dead,none
0,71,20,0.2375,0.4325,Orbicella_annularis,grow,n/s
26,72,17,2.425,2.76,Orbicella_annularis,grow,n/s
32,90,48,30.9775,33.1025,Acropora_palmata,grow,n/s
36,91,50,1.625,1.735,Orbicella_annularis,grow,n/s
47,133,124,4.69,5.77,Orbicella_annularis,grow,n/s
51,139,130,6.32,6.975,Orbicella_annularis,grow,n/s
52,187,177,4.45,4.6825,Orbicella_annularis,grow,n/s
53,188,176,5.4325,6.7625,Orbicella_annularis,grow,n/s
52,189,178,5.5975,6.2925,Orbicella_annularis,grow,n/s
21,60,0,14.195,16.3275,Orbicella_annularis,n/s,fuse
21,66,0,2.07,16.3275,Orbicella_annularis,n/s,fuse
32,80,35,17.225,120.8975,Acropora_palmata,n/s,fuse
32,82,35,27.2925,120.8975,Acropora_palmata,n/s,fuse
32,85,35,21.0425,120.8975,Acropora_palmata,n/s,fuse
32,92,35,21.85,120.8975,Acropora_palmata,n/s,fuse
32,94,57,47.6375,73.19,Acropora_palmata,n/s,fuse
32,96,57,19.5175,73.19,Acropora_palmata,n/s,fuse
32,100,35,21.7725,120.8975,Acropora_palmata,n/s,fuse
2,27,59,4.9825,4.9825,Orbicella_franksi,same,n/s
3,28,62,4.4275,4.4275,Orbicella_franksi,same,n/s
4,31,65,5.025,5.025,Orbicella_franksi,same,n/s
5,33,67,4.9525,4.9525,Orbicella_franksi,same,n/s
6,35,69,3.975,3.975,Orbicella_franksi,same,n/s
8,37,71,5.1375,5.1375,Orbicella_franksi,same,n/s
9,39,73,5.15,5.15,Orbicella_franksi,same,n/s
11,41,76,4.0925,4.0925,Orbicella_franksi,same,n/s
13,43,78,2.3,2.3,Orbicella_franksi,same,n/s
14,44,80,4.695,4.695,Orbicella_franksi,same,n/s
16,46,84,8.3075,8.3075,Orbicella_annularis,same,n/s
18,49,87,2.83,2.83,Orbicella_annularis,same,n/s
19,51,89,5.1625,5.1625,Orbicella_annularis,same,n/s
19,52,90,2.49,2.49,Orbicella_annularis,same,n/s
20,53,91,5.025,5.025,Orbicella_annularis,same,n/s
21,57,96,4.7425,4.7425,Orbicella_annularis,same,n/s
22,58,97,3.3275,3.3275,Orbicella_annularis,same,n/s
21,61,1,3.3775,3.5,Orbicella_annularis,same,n/s
24,68,16,0.485,0.4925,Orbicella_annularis,same,n/s
25,69,18,6.56,6.4875,Orbicella_annularis,same,n/s
21,70,15,4.44,4.23,Orbicella_annularis,same,n/s
28,75,22,7.89,8.0475,Orbicella_annularis,same,n/s
25,76,27,2.415,2.35,Orbicella_annularis,same,n/s
39,116,105,5.4775,5.75,Orbicella_franksi,same,n/s
40,117,106,5.73,5.7025,Orbicella_franksi,same,n/s
38,118,107,6.04,5.985,Orbicella_franksi,same,n/s
42,121,110,6.2425,6.3425,Orbicella_franksi,same,n/s
43,123,112,6.1525,6.0425,Orbicella_franksi,same,n/s
44,124,111,4.745,4.73,Orbicella_franksi,same,n/s
45,125,113,5.985,6.145,Orbicella_franksi,same,n/s
46,126,115,5.115,5.09,Orbicella_franksi,same,n/s
48,134,125,2.3325,2.3525,Orbicella_annularis,same,n/s
49,137,128,5.37,5.4275,Orbicella_annularis,same,n/s
50,138,129,4.6675,4.755,Orbicella_annularis,same,n/s
54,192,180,5.1175,5.33,Orbicella_annularis,same,n/s
55,194,183,9.13,8.975,Orbicella_faveolata,same,n/s
27,73,21,4.1675,3.1025,Orbicella_annularis,shrink,n/s
29,74,26,1.2075,0.9975,Orbicella_annularis,shrink,n/s
31,79,29,10.4,9.1025,Orbicella_annularis,shrink,n/s
33,83,38,3.01,2.8225,Orbicella_annularis,shrink,n/s
34,86,45,3.525,3.0675,Orbicella_annularis,shrink,n/s
35,88,47,0.6225,0.54,Orbicella_annularis,shrink,n/s
41,119,108,5.45,5.0125,Orbicella_franksi,shrink,n/s
52,190,179,6.2025,5.9025,Orbicella_annularis,shrink,n/s
56,195,184,5.18,4.1025,Orbicella_faveolata,shrink,n/s
57,198,185,6.04,4.27,Orbicella_faveolata,shrink,n/s
58,199,186,16.9925,9,Acropora_palmata,shrink,n/s
59,200,187,16.4075,10.5825,Acropora_palmata,shrink,n/s
60,201,188,19.62,18.5625,Acropora_palmata,shrink,n/s
61,202,189,9.985,9.3575,Acropora_palmata,shrink,n/s
62,203,192,14.03,12.1525,Acropora_palmata,shrink,n/s
