Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
0,0,0,18.6375,21.2925,Orbicella_annularis,grow,n/s
2,2,8,9.12,13.4875,Porites_porites,grow,n/s
3,3,9,9.3675,10.2825,Porites_porites,grow,n/s
9,9,4,19.69,21.3425,Orbicella_annularis,grow,n/s
10,10,11,8.7375,9.615,Porites_porites,grow,n/s
12,12,18,11.58,14.765,Porites_porites,grow,n/s
14,14,15,7.935,9.3325,Porites_porites,grow,n/s
15,15,16,9.0325,9.74,Porites_porites,grow,n/s
17,17,14,10.6725,11.4625,Porites_porites,grow,n/s
18,18,13,9.0425,9.9575,Porites_porites,grow,n/s
7,7,2,20.205,20.385,Orbicella_annularis,same,n/s
8,8,5,19.6975,20.1675,Orbicella_annularis,same,n/s
11,11,12,8.38,8.435,Porites_porites,same,n/s
13,13,17,11.0925,10.9925,Porites_porites,same,n/s
16,16,19,18.4575,17.64,Orbicella_annularis,same,n/s
19,19,21,7.855,8.21,Porites_porites,same,n/s
1,1,1,18.7625,17.57,Orbicella_annularis,shrink,n/s
4,4,3,18.8825,17.915,Orbicella_annularis,shrink,n/s
5,5,6,10.4125,9.8375,Porites_porites,shrink,n/s
6,6,7,9.15,7.37,Porites_porites,shrink,n/s
20,20,20,9.245,8.0025,Porites_porites,shrink,n/s
