Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
0,-1,0,0.0,18.6375,Orbicella_annularis,born,none
1,-1,1,0.0,18.7625,Orbicella_annularis,born,none
2,-1,2,0.0,9.12,Porites_porites,born,none
3,-1,3,0.0,9.3675,Porites_porites,born,none
4,-1,4,0.0,18.8825,Orbicella_annularis,born,none
5,-1,5,0.0,10.4125,Porites_porites,born,none
6,-1,6,0.0,9.15,Porites_porites,born,none
7,-1,7,0.0,20.205,Orbicella_annularis,born,none
8,-1,8,0.0,19.6975,Orbicella_annularis,born,none
9,-1,9,0.0,19.69,Orbicella_annularis,born,none
10,-1,10,0.0,8.7375,Porites_porites,born,none
11,-1,11,0.0,8.38,Porites_porites,born,none
12,-1,12,0.0,11.58,Porites_porites,born,none
13,-1,13,0.0,11.0925,Porites_porites,born,none
14,-1,14,0.0,7.935,Porites_porites,born,none
15,-1,15,0.0,9.0325,Porites_porites,born,none
16,-1,16,0.0,18.4575,Orbicella_annularis,born,none
17,-1,17,0.0,10.6725,Porites_porites,born,none
18,-1,18,0.0,9.0425,Porites_porites,born,none
19,-1,19,0.0,7.855,Porites_porites,born,none
20,-1,20,0.0,9.245,Porites_porites,born,none
