Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
134,-1,0,0.0,2.8125,Orbicella_faveolata,born,none
16,281,-1,2.6275,0.0,Orbicella_faveolata,dead,none
72,583,-1,4.045,0.0,Orbicella_annularis,dead,none
71,584,-1,0.485,0.0,Orbicella_annularis,dead,none
0,585,-1,3.5875,0.0,Orbicella_annularis,dead,none
73,588,-1,2.42,0.0,Orbicella_annularis,dead,none
74,590,-1,3.13,0.0,Orbicella_annularis,dead,none
75,591,-1,6.695,0.0,Orbicella_annularis,dead,none
77,593,-1,2.9425,0.0,Orbicella_annularis,dead,none
3,103,105,59.665,64.195,Orbicella_faveolata,grow,n/s
3,106,107,23.8275,26.1175,Orbicella_faveolata,grow,n/s
10,242,235,6.65,8.1475,Orbicella_faveolata,grow,n/s
9,245,237,4.515,5.21,Orbicella_faveolata,grow,n/s
12,257,249,16.1875,21.645,Orbicella_franksi,grow,n/s
13,260,253,6.825,8.35,Orbicella_franksi,grow,n/s
12,270,262,21.3425,24.8725,Orbicella_franksi,grow,n/s
14,279,271,8.2575,10.2975,Orbicella_faveolata,grow,n/s
17,283,272,3.13,3.8875,Orbicella_faveolata,grow,n/s
14,285,276,6.1625,7.1,Orbicella_faveolata,grow,n/s
18,286,277,6.595,7.865,Orbicella_faveolata,grow,n/s
21,312,301,19.835,22.15,Orbicella_faveolata,grow,n/s
21,326,312,8.02,8.5025,Orbicella_faveolata,grow,n/s
23,350,334,0.68,0.73,Orbicella_annularis,grow,n/s
23,352,336,32.975,36.55,Orbicella_annularis,grow,n/s
27,355,338,4.315,5.6675,Orbicella_annularis,grow,n/s
30,357,342,3.5775,4.3275,Orbicella_annularis,grow,n/s
31,360,345,3.51,5.24,Orbicella_annularis,grow,n/s
29,361,344,5.86,6.3225,Orbicella_faveolata,grow,n/s
32,362,348,4.47,5.2575,Orbicella_annularis,grow,n/s
27,363,347,5.4375,6.4125,Orbicella_annularis,grow,n/s
25,364,346,8.7975,9.625,Orbicella_faveolata,grow,n/s
34,366,352,3.685,4.29,Orbicella_annularis,grow,n/s
33,367,351,7.025,9.0975,Orbicella_faveolata,grow,n/s
25,368,350,6.6325,8.3725,Orbicella_faveolata,grow,n/s
39,402,384,0.4975,0.7875,Orbicella_annularis,grow,n/s
40,403,385,0.9425,1.3225,Orbicella_annularis,grow,n/s
49,484,456,1.1325,2.37,Orbicella_annularis,grow,n/s
51,486,459,0.99,1.2475,Orbicella_annularis,grow,n/s
50,489,466,2.2425,2.5175,Orbicella_annularis,grow,n/s
55,490,464,2.3025,2.735,Orbicella_annularis,grow,n/s
53,492,468,0.42,0.65,Orbicella_annularis,grow,n/s
54,493,470,2.74,2.995,Orbicella_annularis,grow,n/s
