Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
63,0,-1,4.7325,0.0,Orbicella_sp.,dead,none
5,32,30,4.575,5.15,Orbicella_franksi,grow,n/s
18,48,46,3.5775,4.0925,Orbicella_annularis,grow,n/s
22,59,55,3.9625,4.5275,Orbicella_annularis,grow,n/s
24,67,63,0.6125,0.675,Orbicella_annularis,grow,n/s
27,71,67,4.5225,4.945,Orbicella_annularis,grow,n/s
28,75,69,9.315,9.805,Orbicella_annularis,grow,n/s
25,76,71,2.985,3.3375,Orbicella_annularis,grow,n/s
31,77,73,11.1625,12.1575,Orbicella_annularis,grow,n/s
33,80,76,3.6275,3.9225,Orbicella_annularis,grow,n/s
34,81,77,4.4875,5.4925,Orbicella_annularis,grow,n/s
35,84,79,0.645,0.695,Orbicella_annularis,grow,n/s
38,112,108,4.39,6.51,Orbicella_franksi,grow,n/s
43,118,111,5.65,6.39,Orbicella_franksi,grow,n/s
48,132,126,2.1775,2.555,Orbicella_annularis,grow,n/s
50,135,129,4.335,5.4575,Orbicella_annularis,grow,n/s
51,136,130,7.0425,7.78,Orbicella_annularis,grow,n/s
54,179,169,7.3075,8.2725,Orbicella_annularis,grow,n/s
55,181,171,9.9625,10.6525,Orbicella_faveolata,grow,n/s
56,182,172,5.9225,7.57,Orbicella_faveolata,grow,n/s
19,49,47,6.6375,11.2625,Orbicella_annularis,n/s,fuse
19,51,47,2.9175,11.2625,Orbicella_annularis,n/s,fuse
21,58,56,27.9275,34.745,Orbicella_annularis,n/s,fuse
21,69,56,5.3525,34.745,Orbicella_annularis,n/s,fuse
52,175,166,12.8175,21.375,Orbicella_annularis,n/s,fuse
52,177,166,6.8875,21.375,Orbicella_annularis,n/s,fuse
64,1,0,3.1825,3.1825,Orbicella_sp.,same,n/s
2,27,26,5.26,5.09,Orbicella_franksi,same,n/s
4,31,28,5.3725,5.4025,Orbicella_franksi,same,n/s
6,34,32,4.105,4.035,Orbicella_franksi,same,n/s
8,36,33,5.6775,5.515,Orbicella_franksi,same,n/s
9,37,35,6.5925,6.815,Orbicella_franksi,same,n/s
16,45,43,8.9725,8.965,Orbicella_annularis,same,n/s
20,52,49,5.6525,5.8925,Orbicella_annularis,same,n/s
25,68,65,7.51,7.6175,Orbicella_annularis,same,n/s
26,70,66,2.7175,2.82,Orbicella_annularis,same,n/s
32,72,68,304.465,303.265,Acropora_palmata,same,n/s
29,73,70,1.2625,1.2925,Orbicella_annularis,same,n/s
36,86,80,1.9775,2.05,Orbicella_annularis,same,n/s
39,113,106,6.0425,6.02,Orbicella_franksi,same,n/s
41,115,109,6.105,5.9425,Orbicella_franksi,same,n/s
42,116,110,6.6775,6.745,Orbicella_franksi,same,n/s
45,120,114,6.565,6.4625,Orbicella_franksi,same,n/s
46,122,116,5.2675,5.215,Orbicella_franksi,same,n/s
47,131,125,6.1125,6.3,Orbicella_annularis,same,n/s
49,134,128,6.13,6.3575,Orbicella_annularis,same,n/s
53,176,167,7.725,8.0175,Orbicella_annularis,same,n/s
57,185,175,7.2125,7.315,Orbicella_faveolata,same,n/s
60,188,178,27.7475,28.375,Acropora_palmata,same,n/s
62,190,180,17.1675,17.06,Acropora_palmata,same,n/s
3,28,27,4.6625,4.27,Orbicella_franksi,shrink,n/s
11,38,36,4.375,4.0575,Orbicella_franksi,shrink,n/s
13,40,38,3.44,2.92,Orbicella_franksi,shrink,n/s
14,42,40,4.4375,3.39,Orbicella_franksi,shrink,n/s
40,114,107,5.7525,5.4225,Orbicella_franksi,shrink,n/s
44,117,112,5.0525,4.77,Orbicella_franksi,shrink,n/s
58,186,176,18.3825,15.405,Acropora_palmata,shrink,n/s
59,187,177,23.5825,21.28,Acropora_palmata,shrink,n/s
61,189,179,16.77,11.9325,Acropora_palmata,shrink,n/s
