Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
51,215,-1,15.9825,0.0,Acropora_cervicornis,dead,none
51,216,-1,5.6975,0.0,Acropora_cervicornis,dead,none
58,281,-1,120.3375,0.0,Acropora_cervicornis,dead,none
114,1,95,4.8775,5.21,Orbicella_annularis,grow,n/s
138,2,96,2.435,3.0975,Orbicella_annularis,grow,n/s
2,8,2,4.42,5.835,Orbicella_annularis,grow,n/s
4,12,3,4.5875,4.8675,Orbicella_annularis,grow,n/s
6,16,5,3.6525,4.825,Orbicella_annularis,grow,n/s
7,17,6,3.8325,5.725,Orbicella_annularis,grow,n/s
8,23,7,3.3675,4.44,Orbicella_annularis,grow,n/s
13,29,12,5.5025,5.8925,Orbicella_annularis,grow,n/s
12,32,14,6.8675,7.75,Orbicella_annularis,grow,n/s
17,74,18,13.735,16.615,Orbicella_annularis,grow,n/s
26,107,107,11.1925,12.8625,Orbicella_annularis,grow,n/s
30,112,112,5.5775,5.865,Orbicella_annularis,grow,n/s
33,148,28,27.36,29.105,Orbicella_annularis,grow,n/s
42,161,30,6.9675,8.2575,Orbicella_annularis,grow,n/s
43,163,31,12.63,15.095,Orbicella_annularis,grow,n/s
45,200,35,5.8625,7.4625,Orbicella_annularis,grow,n/s
48,205,39,6.485,7.2875,Orbicella_annularis,grow,n/s
49,206,40,3.545,4.225,Orbicella_annularis,grow,n/s
47,208,41,3.2775,5.125,Orbicella_annularis,grow,n/s
47,209,43,3.6525,4.1975,Orbicella_annularis,grow,n/s
54,233,45,29.5175,31.6225,Orbicella_annularis,grow,n/s
61,274,48,34.99,39.62,Acropora_palmata,grow,n/s
73,290,53,4.0125,4.2475,Orbicella_annularis,grow,n/s
75,294,54,3.465,3.82,Orbicella_annularis,grow,n/s
76,296,55,5.035,5.3875,Orbicella_annularis,grow,n/s
77,299,56,5.9275,7.105,Orbicella_annularis,grow,n/s
77,303,59,5.195,6.1425,Orbicella_annularis,grow,n/s
77,305,61,5.88,6.4025,Orbicella_annularis,grow,n/s
83,320,62,9.06,11.4675,Orbicella_annularis,grow,n/s
88,328,67,3.365,4.125,Orbicella_annularis,grow,n/s
96,346,77,12.405,14.7925,Orbicella_annularis,grow,n/s
100,363,82,269.4075,298.15,Acropora_palmata,grow,n/s
102,394,85,66.175,78.845,Acropora_cervicornis,grow,n/s
101,397,86,3.7,6.275,Orbicella_annularis,grow,n/s
103,399,87,4.32,5.1325,Orbicella_annularis,grow,n/s
104,402,88,3.975,5.2125,Orbicella_annularis,grow,n/s
105,404,89,4.84,7.185,Orbicella_annularis,grow,n/s
105,408,91,2.275,5.5425,Orbicella_annularis,grow,n/s
106,409,92,5.6925,7.5125,Orbicella_annularis,grow,n/s
107,413,93,8.9675,13.3275,Orbicella_annularis,grow,n/s
108,444,94,293.0,314.4375,Acropora_palmata,grow,n/s
111,473,99,5.01,5.915,Orbicella_annularis,grow,n/s
113,479,100,0.815,3.175,Orbicella_annularis,grow,n/s
117,482,102,5.44,7.23,Orbicella_annularis,grow,n/s
116,483,103,3.5575,4.22,Orbicella_annularis,grow,n/s
118,484,104,4.88,5.39,Orbicella_annularis,grow,n/s
119,485,105,2.965,3.87,Orbicella_annularis,grow,n/s
5,13,4,5.6125,14.45,Orbicella_annularis,n/s,fuse
5,14,4,5.205,14.45,Orbicella_annularis,n/s,fuse
12,27,11,7.0575,13.9425,Orbicella_annularis,n/s,fuse
12,28,11,6.1525,13.9425,Orbicella_annularis,n/s,fuse
15,65,16,22.34,38.1575,Orbicella_annularis,n/s,fuse
15,66,16,5.765,38.1575,Orbicella_annularis,n/s,fuse
42,159,29,6.18,39.825,Orbicella_annularis,n/s,fuse
42,162,29,17.37,39.825,Orbicella_annularis,n/s,fuse
42,168,29,4.3125,39.825,Orbicella_annularis,n/s,fuse
42,170,29,7.8825,39.825,Orbicella_annularis,n/s,fuse
42,171,32,8.8275,14.2125,Orbicella_annularis,n/s,fuse
42,175,32,5.4425,14.2125,Orbicella_annularis,n/s,fuse
78,300,57,5.165,11.7275,Orbicella_annularis,n/s,fuse
