Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
7,36,-1,21.1325,0.0,Acropora_palmata,dead,none
10,41,-1,19.885,0.0,Acropora_palmata,dead,none
12,45,-1,17.0325,0.0,Acropora_palmata,dead,none
15,48,-1,16.985,0.0,Acropora_palmata,dead,none
17,51,-1,17.455,0.0,Acropora_palmata,dead,none
23,70,-1,37.365,0.0,Acropora_palmata,dead,none
0,0,71,0.225,0.2375,Orbicella_annularis,grow,n/s
2,28,27,4.2,4.9825,Orbicella_franksi,grow,n/s
3,29,28,3.285,4.4275,Orbicella_franksi,grow,n/s
4,31,31,3.8675,5.025,Orbicella_franksi,grow,n/s
5,32,33,4.0,4.9525,Orbicella_franksi,grow,n/s
6,35,35,2.4575,3.975,Orbicella_franksi,grow,n/s
8,38,37,4.0875,5.1375,Orbicella_franksi,grow,n/s
9,40,39,3.7275,5.15,Orbicella_franksi,grow,n/s
11,43,41,3.2775,4.0925,Orbicella_franksi,grow,n/s
14,47,44,3.7425,4.695,Orbicella_franksi,grow,n/s
18,54,49,2.4425,2.83,Orbicella_annularis,grow,n/s
20,58,53,4.635,5.025,Orbicella_annularis,grow,n/s
21,62,57,4.0925,4.7425,Orbicella_annularis,grow,n/s
22,63,58,3.135,3.3275,Orbicella_annularis,grow,n/s
21,65,60,12.7475,14.195,Orbicella_annularis,grow,n/s
21,66,61,3.15,3.3775,Orbicella_annularis,grow,n/s
21,68,66,1.805,2.07,Orbicella_annularis,grow,n/s
25,75,69,5.575,6.56,Orbicella_annularis,grow,n/s
21,76,70,4.005,4.44,Orbicella_annularis,grow,n/s
26,77,72,2.03,2.425,Orbicella_annularis,grow,n/s
27,78,73,3.0175,4.1675,Orbicella_annularis,grow,n/s
29,80,74,0.76,1.2075,Orbicella_annularis,grow,n/s
30,81,78,0.4575,0.6725,Orbicella_annularis,grow,n/s
25,82,76,2.0125,2.415,Orbicella_annularis,grow,n/s
31,83,79,8.9275,10.4,Orbicella_annularis,grow,n/s
32,87,82,24.9025,27.2925,Acropora_palmata,grow,n/s
33,88,83,2.1625,3.01,Orbicella_annularis,grow,n/s
34,90,86,3.06,3.525,Orbicella_annularis,grow,n/s
32,92,85,15.2675,21.0425,Acropora_palmata,grow,n/s
35,93,88,0.4125,0.6225,Orbicella_annularis,grow,n/s
32,95,90,26.1725,30.9775,Acropora_palmata,grow,n/s
36,96,91,1.2225,1.625,Orbicella_annularis,grow,n/s
32,97,92,18.9575,21.85,Acropora_palmata,grow,n/s
32,99,94,36.94,47.6375,Acropora_palmata,grow,n/s
32,100,96,16.2925,19.5175,Acropora_palmata,grow,n/s
32,104,100,17.01,21.7725,Acropora_palmata,grow,n/s
38,116,118,5.48,6.04,Orbicella_franksi,grow,n/s
39,117,116,4.6675,5.4775,Orbicella_franksi,grow,n/s
40,118,117,4.6725,5.73,Orbicella_franksi,grow,n/s
41,119,119,4.735,5.45,Orbicella_franksi,grow,n/s
42,121,121,5.0075,6.2425,Orbicella_franksi,grow,n/s
43,122,123,5.5875,6.1525,Orbicella_franksi,grow,n/s
44,123,124,3.7475,4.745,Orbicella_franksi,grow,n/s
45,125,125,4.7825,5.985,Orbicella_franksi,grow,n/s
46,126,126,4.155,5.115,Orbicella_franksi,grow,n/s
51,138,139,5.845,6.32,Orbicella_annularis,grow,n/s
55,195,194,8.4725,9.13,Orbicella_faveolata,grow,n/s
56,196,195,4.6325,5.18,Orbicella_faveolata,grow,n/s
16,50,46,8.0875,8.3075,Orbicella_annularis,same,n/s
19,57,52,2.48,2.49,Orbicella_annularis,same,n/s
28,79,75,7.6075,7.89,Orbicella_annularis,same,n/s
32,86,80,16.66,17.225,Acropora_palmata,same,n/s
49,136,137,5.4525,5.37,Orbicella_annularis,same,n/s
50,137,138,4.55,4.6675,Orbicella_annularis,same,n/s
52,187,187,4.45,4.45,Orbicella_annularis,same,n/s
53,188,188,5.4325,5.4325,Orbicella_annularis,same,n/s
52,190,189,5.5975,5.5975,Orbicella_annularis,same,n/s
52,191,190,6.2025,6.2025,Orbicella_annularis,same,n/s
54,193,192,5.1175,5.1175,Orbicella_annularis,same,n/s
57,199,198,5.7825,6.04,Orbicella_faveolata,same,n/s
60,203,201,18.8325,19.62,Acropora_palmata,same,n/s
13,46,43,2.75,2.3,Orbicella_franksi,shrink,n/s
19,56,51,5.435,5.1625,Orbicella_annularis,shrink,n/s
24,74,68,0.56,0.485,Orbicella_annularis,shrink,n/s
47,132,133,5.5025,4.69,Orbicella_annularis,shrink,n/s
48,133,134,2.5825,2.3325,Orbicella_annularis,shrink,n/s
58,201,199,17.94,16.9925,Acropora_palmata,shrink,n/s
59,202,200,17.8575,16.4075,Acropora_palmata,shrink,n/s
61,204,202,10.8775,9.985,Acropora_palmata,shrink,n/s
62,205,203,15.3625,14.03,Acropora_palmata,shrink,n/s
