Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
34,178,-1,18.1325,0.0,Acropora_palmata,dead,none
36,182,-1,20.49,0.0,Acropora_palmata,dead,none
35,183,-1,15.4625,0.0,Acropora_palmata,dead,none
37,185,-1,20.225,0.0,Acropora_palmata,dead,none
38,190,-1,17.4575,0.0,Acropora_palmata,dead,none
39,193,-1,24.9025,0.0,Acropora_palmata,dead,none
40,194,-1,4.9725,0.0,Acropora_palmata,dead,none
41,197,-1,11.1475,0.0,Acropora_palmata,dead,none
1,17,31,4.1625,4.59,Orbicella_annularis,grow,n/s
15,78,62,0.72,0.845,Orbicella_annularis,grow,n/s
16,90,81,0.3325,0.66,Orbicella_annularis,grow,n/s
21,114,105,4.68,5.2,Orbicella_annularis,grow,n/s
23,117,109,4.1425,4.805,Orbicella_annularis,grow,n/s
24,121,113,3.6625,3.965,Orbicella_annularis,grow,n/s
22,125,114,4.6925,5.6775,Orbicella_annularis,grow,n/s
25,127,120,3.495,3.8325,Orbicella_annularis,grow,n/s
26,130,122,3.7025,4.045,Orbicella_annularis,grow,n/s
33,177,165,6.1075,7.295,Orbicella_annularis,grow,n/s
42,199,179,2.57,3.255,Orbicella_annularis,grow,n/s
42,201,181,3.8075,4.7325,Orbicella_annularis,grow,n/s
43,202,186,2.7625,3.3875,Orbicella_annularis,grow,n/s
42,203,184,3.845,5.4175,Orbicella_annularis,grow,n/s
43,205,189,4.7325,5.69,Orbicella_annularis,grow,n/s
42,208,192,4.0325,4.9575,Orbicella_annularis,grow,n/s
42,209,190,2.15,2.5375,Orbicella_annularis,grow,n/s
42,213,194,3.395,4.315,Orbicella_annularis,grow,n/s
45,242,218,4.55,5.2675,Orbicella_annularis,grow,n/s
46,248,221,3.405,4.155,Orbicella_annularis,grow,n/s
48,250,224,3.44,3.95,Orbicella_annularis,grow,n/s
47,253,225,3.345,3.9375,Orbicella_annularis,grow,n/s
47,254,229,1.9725,2.675,Orbicella_annularis,grow,n/s
51,265,240,2.27,4.345,Acropora_cervicornis,grow,n/s
51,266,239,10.4775,14.0625,Acropora_cervicornis,grow,n/s
51,271,244,13.04,14.185,Acropora_cervicornis,grow,n/s
52,300,265,66.355,71.0125,Acropora_palmata,grow,n/s
52,301,267,63.14,75.03,Acropora_palmata,grow,n/s
52,304,269,18.0175,19.3025,Acropora_palmata,grow,n/s
54,313,276,3.6625,4.37,Orbicella_annularis,grow,n/s
52,330,293,14.7625,15.54,Acropora_palmata,grow,n/s
56,370,407,7.5775,11.5725,Acropora_palmata,grow,n/s
59,373,334,9.155,12.89,Acropora_palmata,grow,n/s
60,375,336,12.3925,14.1975,Acropora_palmata,grow,n/s
62,378,337,9.7275,18.8425,Acropora_palmata,grow,n/s
61,379,327,16.2825,27.0075,Acropora_palmata,grow,n/s
64,382,341,3.3925,3.5975,Orbicella_annularis,grow,n/s
65,384,343,2.74,5.3225,Orbicella_annularis,grow,n/s
66,385,344,2.6075,2.98,Orbicella_annularis,grow,n/s
69,389,352,4.9675,5.7625,Orbicella_annularis,grow,n/s
72,391,356,4.04,4.6825,Orbicella_annularis,grow,n/s
74,397,360,3.33,4.7025,Orbicella_annularis,grow,n/s
77,402,365,4.8875,5.1925,Orbicella_annularis,grow,n/s
79,421,383,19.8725,23.445,Acropora_palmata,grow,n/s
83,435,401,3.65,3.85,Orbicella_annularis,grow,n/s
