Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
1,1,1,7.0325,9.1475,Porites_porites,grow,n/s
2,2,2,17.1325,19.6925,Orbicella_annularis,grow,n/s
5,5,4,10.395,11.51,Porites_porites,grow,n/s
7,7,6,16.59,18.1625,Orbicella_annularis,grow,n/s
9,9,8,8.2425,9.3375,Porites_porites,grow,n/s
11,11,10,7.33,8.375,Porites_porites,grow,n/s
13,13,12,16.97,18.8975,Orbicella_annularis,grow,n/s
14,14,13,10.19,10.9125,Porites_porites,grow,n/s
15,15,14,5.7125,7.5675,Porites_porites,grow,n/s
16,16,15,8.33,10.7125,Porites_porites,grow,n/s
17,17,16,8.16,10.58,Porites_porites,grow,n/s
18,18,17,18.2675,19.6475,Orbicella_annularis,grow,n/s
0,0,0,3.53,3.7025,Porites_porites,same,n/s
3,3,3,17.7025,17.07,Orbicella_annularis,same,n/s
6,6,5,17.645,17.3575,Orbicella_annularis,same,n/s
10,10,9,18.6375,17.8575,Orbicella_annularis,same,n/s
12,12,11,6.985,7.1775,Porites_porites,same,n/s
4,4,18,2.3225,1.545,Porites_porites,shrink,n/s
8,8,7,8.1125,5.2675,Porites_porites,shrink,n/s
