Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
0,0,0,3.7025,4.55,Porites_porites,grow,n/s
1,1,1,9.1475,12.4525,Porites_porites,grow,n/s
2,2,3,19.6925,28.0025,Orbicella_annularis,grow,n/s
3,3,2,17.07,27.835,Orbicella_annularis,grow,n/s
5,4,20,11.51,14.0,Porites_porites,grow,n/s
6,5,5,17.3575,20.3175,Orbicella_annularis,grow,n/s
7,6,6,18.1625,25.4225,Orbicella_annularis,grow,n/s
8,7,7,5.2675,9.595,Porites_porites,grow,n/s
9,8,8,9.3375,10.6575,Porites_porites,grow,n/s
10,9,9,17.8575,23.24,Orbicella_annularis,grow,n/s
11,10,18,8.375,10.9375,Porites_porites,grow,n/s
12,11,19,7.1775,12.41,Porites_porites,grow,n/s
13,12,12,18.8975,22.09,Orbicella_annularis,grow,n/s
14,13,15,10.9125,12.5275,Porites_porites,grow,n/s
15,14,16,7.5675,9.38,Porites_porites,grow,n/s
16,15,21,10.7125,13.0625,Porites_porites,grow,n/s
18,17,17,19.6475,29.3925,Orbicella_annularis,grow,n/s
4,18,4,1.545,8.385,Porites_porites,grow,n/s
17,16,22,10.58,10.7275,Porites_porites,same,n/s
