Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
0,0,24,14.2825,15.8625,Orbicella_annularis,grow,n/s
2,2,26,8.825,11.335,Porites_porites,grow,n/s
5,5,29,13.8675,14.805,Orbicella_annularis,grow,n/s
10,10,34,9.3475,11.3325,Porites_porites,grow,n/s
11,11,35,10.075,10.765,Porites_porites,grow,n/s
12,12,36,22.2925,23.935,Orbicella_annularis,grow,n/s
13,13,37,18.5275,20.3225,Orbicella_annularis,grow,n/s
15,15,39,29.3425,31.135,Orbicella_annularis,grow,n/s
16,16,40,14.4825,16.6875,Orbicella_annularis,grow,n/s
19,19,43,8.915,10.5725,Porites_porites,grow,n/s
20,20,44,7.2125,8.865,Porites_porites,grow,n/s
21,21,45,11.0,12.345,Porites_porites,grow,n/s
22,22,47,13.9875,15.45,Orbicella_annularis,grow,n/s
23,23,46,10.4175,11.0925,Porites_porites,grow,n/s
3,3,27,11.5525,11.91,Orbicella_annularis,same,n/s
4,4,28,23.4425,22.495,Orbicella_annularis,same,n/s
6,6,30,16.9925,16.7025,Orbicella_annularis,same,n/s
7,7,31,20.785,21.2275,Orbicella_annularis,same,n/s
1,1,25,11.785,9.7775,Porites_porites,shrink,n/s
8,8,32,5.495,1.67,Porites_porites,shrink,n/s
9,9,33,6.3475,4.1375,Porites_porites,shrink,n/s
14,14,38,16.465,15.005,Orbicella_annularis,shrink,n/s
17,17,41,8.6275,5.955,Porites_porites,shrink,n/s
18,18,42,10.515,8.6875,Porites_porites,shrink,n/s
