plot,interval_order,month_start,month_end,genet,tag,genotype,species,source_files,match_types,actions,split_fuse_events,n_rows,plot_area_m2,taglab_area_units,area_start,area_end,area_start_m2,area_end_m2,present_start,present_end,survived_interval,died_interval,born_interval
Plot E,4,August,September,3,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,4.3675,4.6625,4.3674999999999996e-4,4.6625e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,31,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,10.51,11.1625,0.001051,0.00111625,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,32,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,272.8425,304.465,0.027284249999999996,0.030446499999999998,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,33,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,3.255,3.6275,3.255e-4,3.6275e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,34,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,4.065,4.4875,4.065e-4,4.4875e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,35,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,same,n/s,1,480,cm2,0.6225,0.645,6.225000000000001e-5,6.45e-5,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,36,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,1.7125,1.9775,1.7125e-4,1.9775e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,38,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,shrink,n/s,1,480,cm2,5.8125,4.39,5.8125e-4,4.39e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,39,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,same,n/s,1,480,cm2,5.825,6.0425,5.825e-4,6.042500000000001e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,4,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,same,n/s,1,480,cm2,5.385,5.3725,5.385e-4,5.3725e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,40,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,5.2375,5.7525,5.2375e-4,5.7525e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,41,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,5.435,6.105,5.434999999999999e-4,6.105e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,42,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,same,n/s,1,480,cm2,6.49,6.6775,0.00064900000000000005,6.6775e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,43,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,shrink,n/s,1,480,cm2,6.1875,5.65,6.1875e-4,5.650000000000001e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,44,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,4.4675,5.0525,4.4675000000000004e-4,5.052500000000001e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,45,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,5.915,6.565,5.915e-4,6.565000000000001e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,46,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,4.5025,5.2675,4.5025e-4,5.2675e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,47,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,5.5475,6.1125,5.5475e-4,6.1125e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,48,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,same,n/s,1,480,cm2,2.22,2.1775,2.2200000000000003e-4,2.1775000000000003e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,49,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,same,n/s,1,480,cm2,6.345,6.13,6.345e-4,6.129999999999999e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,5,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,same,n/s,1,480,cm2,4.795,4.575,4.795e-4,4.575e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,50,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,shrink,n/s,1,480,cm2,5.3025,4.335,5.3025e-4,4.335e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,51,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,same,n/s,1,480,cm2,6.9875,7.0425,6.987499999999999e-4,7.0425e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,52,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow; n/s,fuse; n/s,3,480,cm2,17.565,32.5225,0.0017565,0.00325225,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,53,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,6.5525,7.725,6.5525e-4,7.725e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,54,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,5.9875,7.3075,5.9875e-4,7.307500000000001e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,55,NA,NA,Orbicella faveolata,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,9.1725,9.9625,9.1725e-4,9.9625e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,56,NA,NA,Orbicella faveolata,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,5.2875,5.9225,5.287499999999999e-4,5.9225e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,57,NA,NA,Orbicella faveolata,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,6.4775,7.2125,6.4775e-4,7.2125e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,58,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,shrink,n/s,1,480,cm2,20.9375,18.3825,0.00209375,0.00183825,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,59,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,22.0525,23.5825,0.0022052499999999997,0.00235825,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,6,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,3.69,4.105,3.6899999999999997e-4,4.1050000000000006e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,60,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,26.4,27.7475,0.00264,0.00277475,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,61,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,13.925,16.77,0.0013925,0.0016769999999999999,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,62,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,15.55,17.1675,0.0015550000000000002,0.00171675,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,63,NA,NA,Orbicella sp.,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,4.255,4.7325,4.255e-4,4.7325e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,64,NA,NA,Orbicella sp.,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,2.92,3.1825,2.92e-4,3.1825e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,8,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,same,n/s,1,480,cm2,5.435,5.6775,5.434999999999999e-4,5.6775e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,9,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,5.7575,6.5925,5.7575e-4,6.5925e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,11,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,shrink,n/s,1,480,cm2,4.375,4.0575,4.375e-4,4.0575e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,13,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,shrink,n/s,1,480,cm2,3.44,2.92,3.44e-4,2.92e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,14,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,shrink,n/s,1,480,cm2,4.4375,3.39,4.4375e-4,3.39e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,16,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,8.9725,8.965,8.9725e-4,8.964999999999999e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,18,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,grow,n/s,1,480,cm2,3.5775,4.0925,3.5775e-4,4.0925e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,19,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,n/s,fuse,2,480,cm2,9.555,22.525,9.555000000000001e-4,0.0022524999999999997,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,2,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,5.26,5.09,5.26e-4,5.09e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,20,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,5.6525,5.8925,5.6525e-4,5.8925e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,21,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,n/s,fuse,2,480,cm2,33.28,69.49,0.003328,0.0069489999999999994,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,22,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,grow,n/s,1,480,cm2,3.9625,4.5275,3.9625e-4,4.5275e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,24,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,grow,n/s,1,480,cm2,0.6125,0.675,6.125e-5,6.75e-5,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,25,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,grow; same,n/s,2,480,cm2,10.495,10.955,0.0010494999999999999,0.0010955,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,26,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,2.7175,2.82,2.7174999999999996e-4,2.8199999999999997e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,27,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,grow,n/s,1,480,cm2,4.5225,4.945,4.5225e-4,4.945e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,28,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,grow,n/s,1,480,cm2,9.315,9.805,9.314999999999999e-4,9.805e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,29,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,1.2625,1.2925,1.2625e-4,1.2925e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,3,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,shrink,n/s,1,480,cm2,4.6625,4.27,4.6625e-4,4.2699999999999997e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,31,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,grow,n/s,1,480,cm2,11.1625,12.1575,0.00111625,0.00121575,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,32,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,304.465,303.265,0.030446499999999998,0.0303265,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,33,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,grow,n/s,1,480,cm2,3.6275,3.9225,3.6275e-4,3.9224999999999997e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,34,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,grow,n/s,1,480,cm2,4.4875,5.4925,4.4875e-4,5.492499999999999e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,35,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,grow,n/s,1,480,cm2,0.645,0.695,6.45e-5,6.95e-5,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,36,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,1.9775,2.05,1.9775e-4,2.05e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,38,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,grow,n/s,1,480,cm2,4.39,6.51,4.39e-4,6.51e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,39,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,6.0425,6.02,6.042500000000001e-4,6.02e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,4,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,5.3725,5.4025,5.3725e-4,5.402499999999999e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,40,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,shrink,n/s,1,480,cm2,5.7525,5.4225,5.7525e-4,5.4225e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,41,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,6.105,5.9425,6.105e-4,5.942499999999999e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,42,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,6.6775,6.745,6.6775e-4,6.745e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,43,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,grow,n/s,1,480,cm2,5.65,6.39,5.650000000000001e-4,6.389999999999999e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,44,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,shrink,n/s,1,480,cm2,5.0525,4.77,5.052500000000001e-4,4.7699999999999994e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,45,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,6.565,6.4625,6.565000000000001e-4,6.4625e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,46,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,5.2675,5.215,5.2675e-4,5.214999999999999e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,47,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,6.1125,6.3,6.1125e-4,6.3e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,48,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,grow,n/s,1,480,cm2,2.1775,2.555,2.1775000000000003e-4,2.5550000000000003e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,49,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,6.13,6.3575,6.129999999999999e-4,6.3575e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,5,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,grow,n/s,1,480,cm2,4.575,5.15,4.575e-4,5.15e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,50,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,grow,n/s,1,480,cm2,4.335,5.4575,4.335e-4,5.4575e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,51,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,grow,n/s,1,480,cm2,7.0425,7.78,7.0425e-4,7.78e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,52,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,n/s,fuse,2,480,cm2,19.705000000000002,42.75,0.0019705,0.004275,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,53,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,7.725,8.0175,7.725e-4,8.0175e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,54,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,grow,n/s,1,480,cm2,7.3075,8.2725,7.307500000000001e-4,8.272500000000001e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,55,NA,NA,Orbicella faveolata,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,grow,n/s,1,480,cm2,9.9625,10.6525,9.9625e-4,0.00106525,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,56,NA,NA,Orbicella faveolata,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,grow,n/s,1,480,cm2,5.9225,7.57,5.9225e-4,7.570000000000001e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,57,NA,NA,Orbicella faveolata,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,7.2125,7.315,7.2125e-4,7.315e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,58,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,shrink,n/s,1,480,cm2,18.3825,15.405,0.00183825,0.0015405,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,59,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,shrink,n/s,1,480,cm2,23.5825,21.28,0.00235825,0.002128,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,6,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,4.105,4.035,4.1050000000000006e-4,4.035e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,60,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,27.7475,28.375,0.00277475,0.0028375,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,61,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,shrink,n/s,1,480,cm2,16.77,11.9325,0.0016769999999999999,0.0011932499999999999,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,62,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,17.1675,17.06,0.00171675,0.0017059999999999998,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,63,NA,NA,Orbicella sp.,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,dead,none,1,480,cm2,4.7325,0,4.7325e-4,0,TRUE,FALSE,FALSE,TRUE,FALSE
Plot E,5,September,October,64,NA,NA,Orbicella sp.,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,3.1825,3.1825,3.1825e-4,3.1825e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,8,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,5.6775,5.515,5.6775e-4,5.515e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,5,September,October,9,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250908_1-1-Coki_PlotE_20251014_1-1.csv,1-1,same,n/s,1,480,cm2,6.5925,6.815,6.5925e-4,6.815e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,6,October,November,11,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20251014_1-1-Coki_PlotE_20251106_1-1.csv,1-1,grow,n/s,1,480,cm2,4.0575,4.755,4.0575e-4,4.755e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,6,October,November,13,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20251014_1-1-Coki_PlotE_20251106_1-1.csv,1-1,grow,n/s,1,480,cm2,2.92,3.83,2.92e-4,3.83e-4,TRUE,TRUE,TRUE,FALSE,FALSE
