Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
1,1,1,0.94,4.33,Porites_porites,grow,n/s
3,3,3,11.0575,12.075,Porites_porites,grow,n/s
4,4,4,8.37,8.9175,Orbicella_annularis,grow,n/s
6,6,6,17.895,19.66,Orbicella_annularis,grow,n/s
8,8,8,23.005,24.2475,Orbicella_annularis,grow,n/s
10,10,10,8.5775,11.98,Porites_porites,grow,n/s
11,11,11,13.53,14.945,Porites_porites,grow,n/s
15,15,15,10.3875,11.05,Orbicella_annularis,grow,n/s
16,16,16,6.785,7.885,Porites_porites,grow,n/s
17,17,17,8.2825,9.635,Porites_porites,grow,n/s
20,21,20,8.945,9.7725,Porites_porites,grow,n/s
21,22,21,4.5825,5.0275,Porites_porites,grow,n/s
22,23,22,4.25,4.6,Porites_porites,grow,n/s
26,27,26,3.2975,4.9275,Porites_porites,grow,n/s
28,29,28,20.665,21.84,Orbicella_annularis,grow,n/s
29,30,29,9.3125,11.21,Porites_porites,grow,n/s
30,31,30,8.4825,10.0775,Porites_porites,grow,n/s
18,18,18,11.7975,25.415,Porites_porites,n/s,fuse
18,19,18,10.6675,25.415,Porites_porites,n/s,fuse
0,0,0,18.4625,18.0475,Orbicella_annularis,same,n/s
2,2,2,1.79,1.805,Porites_porites,same,n/s
5,5,5,12.1625,12.5275,Orbicella_annularis,same,n/s
7,7,7,26.195,26.3725,Orbicella_annularis,same,n/s
9,9,9,19.26,19.095,Orbicella_annularis,same,n/s
13,13,13,18.6775,19.4875,Orbicella_annularis,same,n/s
14,14,14,18.2775,18.7525,Orbicella_annularis,same,n/s
23,24,23,5.1225,5.365,Porites_porites,same,n/s
24,25,24,10.1825,10.18,Porites_porites,same,n/s
25,26,25,10.2425,10.585,Porites_porites,same,n/s
19,20,19,6.8675,6.4525,Porites_porites,shrink,n/s
27,28,27,40.0375,34.7775,Orbicella_annularis,shrink,n/s
