Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
0,-1,0,0.0,18.4625,Orbicella_annularis,born,none
1,-1,1,0.0,0.94,Porites_porites,born,none
2,-1,2,0.0,1.79,Porites_porites,born,none
3,-1,3,0.0,11.0575,Porites_porites,born,none
4,-1,4,0.0,8.37,Orbicella_annularis,born,none
5,-1,5,0.0,12.1625,Orbicella_annularis,born,none
6,-1,6,0.0,17.895,Orbicella_annularis,born,none
7,-1,7,0.0,26.195,Orbicella_annularis,born,none
8,-1,8,0.0,23.005,Orbicella_annularis,born,none
9,-1,9,0.0,19.26,Orbicella_annularis,born,none
10,-1,10,0.0,8.5775,Porites_porites,born,none
11,-1,11,0.0,13.53,Porites_porites,born,none
13,-1,13,0.0,18.6775,Orbicella_annularis,born,none
14,-1,14,0.0,18.2775,Orbicella_annularis,born,none
15,-1,15,0.0,10.3875,Orbicella_annularis,born,none
16,-1,16,0.0,6.785,Porites_porites,born,none
17,-1,17,0.0,8.2825,Porites_porites,born,none
18,-1,18,0.0,11.7975,Porites_porites,born,none
18,-1,19,0.0,10.6675,Porites_porites,born,none
19,-1,20,0.0,6.8675,Porites_porites,born,none
20,-1,21,0.0,8.945,Porites_porites,born,none
23,-1,24,0.0,5.1225,Porites_porites,born,none
24,-1,25,0.0,10.1825,Porites_porites,born,none
25,-1,26,0.0,10.2425,Porites_porites,born,none
26,-1,27,0.0,3.2975,Porites_porites,born,none
28,-1,29,0.0,20.665,Orbicella_annularis,born,none
29,-1,30,0.0,9.3125,Porites_porites,born,none
30,-1,31,0.0,8.4825,Porites_porites,born,none
